skill_raw;skill_normalized;domain;field;type_of_skill
managing relations;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
continuous improvement mindset;Resilience;General;General;Soft
investor presentations;Investor Relations;Communication, Finance, Operations;Communication;Hard
ad-hoc analysis;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
interpretation;Translation;General;General;Hard, Soft
stringing;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
process pre-production analysis;Process Management;Operations;General;Hard, Soft
results-oriented mindset;Result Driven;General;General;Soft
identification of new development opportunities;Business Development;Sales, Marketing, Operations;Sales, Operations;Soft
bid management;Bidding;Accounting, Finance, Operations;General, Legal;Hard
value added activities;Marketing Management;Marketing;Marketing;Hard, Soft
test cases;Test-Driven Development;Computer Science, DevOps, Software Engineering, QA;IT;Hard
stock handling;Inventory Management;General, Logistics;Logistics, Sales;Hard
career development;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
luxury customer service;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
staff training and supervision;Training;Sales, Marketing, Operations;General, Sales, Operations;Soft
adobe acrobat;Adobe Acrobat;Software Engineering, Data Management;IT;Hard
field visits;Auditing;General;General;Hard
supply chain planning;Supply Chain Management;Supply Chain, Operations, Logistics;Supply Chain, Logistics;Hard
procurement summary analytics;Procurement;General, Operations, Sales;General;Hard, Soft
metric/statistical data analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
third-party vendors;Procurement;General, Operations, Sales;General;Hard, Soft
cooking;Cooking;Food and Beverages;Food Industry;Hard, Soft
allocation;Warehouse Management;Operations;Operations;Hard
taxation;Tax Analyst;Accounting, Finance, Operations;General, Legal;Hard
screen printing;Screenprinting;Art, Design;Art;Hard
physical strength and dexterity;Physical Endurance and Skills;General;General;Hard, Soft
sustainable world;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
sales enablement;Sales;Sales;Sales;Hard, Soft
Radically Client-Centric mindset;Customer Support;General, Sales;General, Sales;Hard, Soft
store assortments;Business Administration;Operations;Operations;Hard, Soft
software requirements specifications;Software Development;Software Engineering;IT;Hard
2-3 years of experience;Experienced;General;General;Hard, Soft
electric vehicle;Automotives;General;Automotives, General;Hard
system;System Administration;Computer Science, DevOps, Software Engineering;IT;Hard
product selection;Product Management;Design, Product Management, Engineering, UX;Design;Hard
operation;Operations Management;Operations;Operations;Hard, Soft
sales supervision;Sales;Sales;Sales;Hard, Soft
product assistant;Product Management;Design, Product Management, Engineering, UX;Design;Hard
oral and written communication;Communication;General;Communication;Soft
back office;Inventory Management;General, Logistics;Logistics, Sales;Hard
Milano;International Relations;Communication;Communication;Hard, Soft
performance-based organization;Brand Marketing;Design, Marketing;Design, Marketing;Hard, Soft
luxury fashion knowledge;Fashion Styling and Personal Shopping;Fashion;Fashion;Soft
japanese electricity industry;Energy Management;Sustainability;Environment, Sustainability;Hard
product availability analysis;Product Management;Design, Product Management, Engineering, UX;Design;Hard
wind power plants design and construction;Industrial Engineering;Design, Product Management, Engineering, UX;Design;Hard
sap sd;SAP;Operations;General;Hard, Soft
remote team management;Team Management;General;Communication;Hard, Soft
luxury fashion sales;Fashion Marketing and PR;Fashion;Fashion;Soft
situational awareness;Analytical Skills;General;General;Soft
energy storage solutions;Energy Management;Sustainability;Environment, Sustainability;Hard
secretarial support;Administrative Assistance;Operations;General;Hard
summer internship;Experienced;General;General;Hard, Soft
luxury ecommerce sales;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
staff training;Training;Sales, Marketing, Operations;General, Sales, Operations;Soft
proficiency in Italian;Italian;General;General, Languages;Soft
impeccable service;Customer Support;General, Sales;General, Sales;Hard, Soft
team supervision;Leadership;General;Communication;Soft
luxury business knowledge;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
policy writing;Workplace Policy Conduct;Legal, Management;General, Legal;Hard, Soft
pilot trials;Reporting;General;General;Hard, Soft
customer/client service;Customer Support;General, Sales;General, Sales;Hard, Soft
Hyperion;Business Intelligence;Data Analytics;IT;Hard
fluent in german and english;Communication;General;Communication;Soft
business information;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
statutory financial statements;Financial Services;Finance;Finance;Hard
payroll management;Accounting;Accounting, Finance, Operations;General, Legal;Hard
proactive in changes;Proactivity;General;General;Soft
job ads;Advertising;Marketing;Marketing;Hard, Soft
Apache Webserver;Apache HTTP Server;Data Analytics, Data Science, Data Engineering, Computer Science, DevOps, Software Engineering;IT;Hard
business processes knowledge;Business Process;Sales, Operations;Sales, Operations;Hard, Soft
influencer culture;Social Media Management;Social Media Management;Marketing;Hard, Soft
employee performance;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
negotiation management;Negotiation;Sales;Negotiation, Communication, Sales;Hard, Soft
digital tools management;Innovation;Operations, General;IT, Operations;Hard
hungry hunter;Result Driven;General;General;Soft
protective devices;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
proficiency in MS Word and Powerpoint;Microsoft Office;Operations;General;Hard, Soft
SQL knowledge;SQL;Data Analytics, Data Science, Software Engineering, Data Engineering;IT;Hard
US energy markets knowledge (PJM;Energy Management;Sustainability;Environment, Sustainability;Hard
job safety analysis (JSA);Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
group procedures;Teamwork;General;Communication;Soft
German language fluency;German;General;General, Languages;Soft
professional development;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
retail merchandising;Merchandising;Marketing;Marketing;Hard, Soft
WSUS;Windows Server;Software Engineering, DevOps;IT;Hard
patience;Resilience;General;General;Soft
strong troubleshooter;Problem Solving;General;General;Soft
organized;Organizational Skills;General;General;Soft
web-based systems;System Administration;Computer Science, DevOps, Software Engineering;IT;Hard
industry terminology;Qualified;General;General;Hard, Soft
plant running technologies;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
clinical research;Research;General;Research;Hard, Soft
wrapping;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
proficiency in using technical resources for client outreach;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
customer service IT;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
cultural diversity;Diversity and Inclusion Initiatives Training;HR;HR;Soft
market trends analysis;Market Research;Data Analytics;IT;Hard
integrated management systems;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
flexible scheduling;Flexibility;General;General;Soft
human resource strategies;HR Analytics;HR;HR;Hard
energy usage forecasting;Energy Management;Sustainability;Environment, Sustainability;Hard
sap release management;SAP;Operations;General;Hard, Soft
cashiering;Budgeting;Accounting, Finance, Operations;General, Legal;Hard
construction monitoring;Construction;Construction, Civil Engineering;General, Engineering;Hard
client retention;Customer Support;General, Sales;General, Sales;Hard, Soft
mechanics;Mechanical Engineering;Engineering;Design, Engineering;Hard
cash handling;Budgeting;Accounting, Finance, Operations;General, Legal;Hard
probability and stochastic processes laws;Legal Counseling;Legal;General, Legal;Hard
reporting duties;Reporting;General;General;Hard, Soft
result orientation;Productivity;General;General;Soft
contract drafting;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
digital engagement channels;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
and respect;Good Attitude;General;General;Soft
computerized diagnostic;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
inventory performance metrics;Inventory Management;General, Logistics;Logistics, Sales;Hard
digital learning;Digital Awareness;General;General;Soft
GCSE level or equivalent;Well Educated;Schooling;General;Hard, Soft
assessment and selection;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
troubleshooting skills;Problem Solving;General;General;Soft
client-focused;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
judgment;Critical Thinking;General;General;Soft
VNA trucks;Rigid Vehicles;Automotives;Automotives;Hard
ability to work at heights;Physical Endurance and Skills;General;General;Hard, Soft
Microsoft Office tools (Access;Microsoft Office;Operations;General;Hard, Soft
competency;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
program management;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
alterations;Legal Counseling;Legal;General, Legal;Hard
compensation claims;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
factory environment;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
full-price sell-thru;Sales;Sales;Sales;Hard, Soft
injury prevention;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
innovation/renovation plant trials;Innovation;Operations, General;IT, Operations;Hard
code quality;Computer Programming;Computer Science;IT;Hard
web application development;Web Development;Software Engineering;IT;Hard
retail support;Retail;General;Retail;Soft
digital signal processing;Signal Processing;Data Analytics, Data Science, Software Engineering, Data Engineering;IT;Hard
programming (Python;Python;Data Analytics, Data Science, Software Engineering, Data Engineering;IT, Statistics;Hard
luxury environment;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
ambassadorial;Brand Marketing;Design, Marketing;Design, Marketing;Hard, Soft
B2B logistics;B2B Marketing;Marketing;Marketing, Sales;Hard, Soft
